# time, z, OOP, MT, Pitch, u_ext_z, pos_x, pos_y, pos_z, pos_dot_x, pos_dot_y, pos_dot_z, pos_x, psi_y, psi_z, psi_dot_x, psi_dot_y, psi_dot_z, delta, delta_dot
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.308333e-03,6.202420e-02,-3.121872e+02,-9.522799e+01,1.186208e-04,0.000000e+00,1.121073e+00,3.525976e+00,2.186958e-01,9.341013e-04,2.049415e-04,-5.273142e-03,6.594758e-02,-8.269049e-02,1.249813e+00,-7.028227e-02,-6.425941e-02,-5.095891e-03,0.000000e+00,0.000000e+00
2.616667e-03,6.202036e-02,-3.121518e+02,-9.532834e+01,1.186208e-04,0.000000e+00,1.121075e+00,3.525976e+00,2.186823e-01,2.303824e-03,7.478766e-04,-1.540817e-02,6.577937e-02,-8.283595e-02,1.249801e+00,-1.868600e-01,-1.580945e-01,-1.350981e-02,0.000000e+00,0.000000e+00
3.925000e-03,6.201354e-02,-3.120940e+02,-9.553955e+01,1.186208e-04,0.000000e+00,1.121078e+00,3.525978e+00,2.186582e-01,2.109801e-03,1.343014e-03,-2.132978e-02,6.552514e-02,-8.305282e-02,1.249783e+00,-2.017674e-01,-1.734250e-01,-1.372460e-02,0.000000e+00,0.000000e+00
5.233333e-03,6.200518e-02,-3.120009e+02,-9.597630e+01,1.186208e-04,0.000000e+00,1.121080e+00,3.525980e+00,2.186287e-01,6.925697e-04,1.741649e-03,-2.375698e-02,6.530595e-02,-8.324113e-02,1.249769e+00,-1.333050e-01,-1.144404e-01,-6.911484e-03,0.000000e+00,0.000000e+00
6.541667e-03,6.199577e-02,-3.118444e+02,-9.664914e+01,1.186208e-04,0.000000e+00,1.121080e+00,3.525982e+00,2.185956e-01,-5.163760e-04,2.333773e-03,-2.695233e-02,6.518089e-02,-8.334827e-02,1.249764e+00,-5.787598e-02,-4.934877e-02,-2.129946e-03,0.000000e+00,0.000000e+00
7.850000e-03,6.198495e-02,-3.116475e+02,-9.738097e+01,1.186208e-04,0.000000e+00,1.121078e+00,3.525986e+00,2.185574e-01,-1.669140e-03,2.930875e-03,-3.138711e-02,6.513785e-02,-8.338119e-02,1.249763e+00,-7.904871e-03,-9.686836e-04,1.366735e-03,0.000000e+00,0.000000e+00
9.158333e-03,6.197227e-02,-3.114472e+02,-9.785994e+01,1.186208e-04,0.000000e+00,1.121075e+00,3.525990e+00,2.185127e-01,-3.009833e-03,3.603946e-03,-3.694581e-02,6.514671e-02,-8.336593e-02,1.249767e+00,2.143611e-02,2.429332e-02,4.689737e-03,0.000000e+00,0.000000e+00
1.046667e-02,6.195740e-02,-3.112363e+02,-9.778477e+01,1.186208e-04,0.000000e+00,1.121071e+00,3.525995e+00,2.184603e-01,-3.999678e-03,4.284299e-03,-4.321954e-02,6.518215e-02,-8.332118e-02,1.249774e+00,3.274977e-02,4.411806e-02,6.608674e-03,0.000000e+00,0.000000e+00
1.177500e-02,6.194037e-02,-3.110615e+02,-9.713035e+01,1.186208e-04,0.000000e+00,1.121065e+00,3.526001e+00,2.184002e-01,-4.524731e-03,4.786952e-03,-4.853894e-02,6.523835e-02,-8.325219e-02,1.249784e+00,5.316125e-02,6.134449e-02,8.342135e-03,0.000000e+00,0.000000e+00
1.308333e-02,6.192166e-02,-3.110204e+02,-9.621141e+01,1.186208e-04,0.000000e+00,1.121059e+00,3.526008e+00,2.183343e-01,-4.297061e-03,5.037857e-03,-5.232796e-02,6.532734e-02,-8.315702e-02,1.249795e+00,8.287277e-02,8.413756e-02,8.975584e-03,0.000000e+00,0.000000e+00
1.439167e-02,6.190152e-02,-3.111204e+02,-9.543857e+01,1.186208e-04,0.000000e+00,1.121054e+00,3.526014e+00,2.182632e-01,-3.544769e-03,5.298260e-03,-5.622259e-02,6.545373e-02,-8.303494e-02,1.249807e+00,1.103291e-01,1.024765e-01,8.562292e-03,0.000000e+00,0.000000e+00
1.570000e-02,6.187985e-02,-3.112881e+02,-9.502174e+01,1.186208e-04,0.000000e+00,1.121050e+00,3.526021e+00,2.181868e-01,-2.861693e-03,5.536957e-03,-6.057629e-02,6.560906e-02,-8.289043e-02,1.249818e+00,1.271262e-01,1.184317e-01,9.076128e-03,0.000000e+00,0.000000e+00
1.700833e-02,6.185619e-02,-3.114567e+02,-9.491620e+01,1.186208e-04,0.000000e+00,1.121047e+00,3.526029e+00,2.181034e-01,-2.021388e-03,5.988227e-03,-6.693861e-02,6.577022e-02,-8.273474e-02,1.249830e+00,1.192297e-01,1.195749e-01,8.860695e-03,0.000000e+00,0.000000e+00
1.831667e-02,6.182967e-02,-3.115898e+02,-9.494052e+01,1.186208e-04,0.000000e+00,1.121045e+00,3.526037e+00,2.180099e-01,-8.971936e-04,6.632953e-03,-7.602521e-02,6.589277e-02,-8.259042e-02,1.249840e+00,6.810930e-02,1.010387e-01,6.520537e-03,0.000000e+00,0.000000e+00
1.962500e-02,6.179960e-02,-3.116407e+02,-9.492701e+01,1.186208e-04,0.000000e+00,1.121045e+00,3.526046e+00,2.179039e-01,4.418202e-04,7.275187e-03,-8.602468e-02,6.593396e-02,-8.248310e-02,1.249847e+00,-5.146022e-03,6.302122e-02,3.604881e-03,0.000000e+00,0.000000e+00
2.093333e-02,6.176605e-02,-3.115352e+02,-9.487348e+01,1.186208e-04,0.000000e+00,1.121047e+00,3.526056e+00,2.177856e-01,2.472247e-03,7.715064e-03,-9.480954e-02,6.587719e-02,-8.242931e-02,1.249848e+00,-8.164014e-02,1.919611e-02,-2.483221e-03,0.000000e+00,0.000000e+00
2.224167e-02,6.172985e-02,-3.112383e+02,-9.488156e+01,1.186208e-04,0.000000e+00,1.121051e+00,3.526066e+00,2.176580e-01,4.177896e-03,7.853575e-03,-1.003059e-01,6.574171e-02,-8.242504e-02,1.249841e+00,-1.254604e-01,-1.266657e-02,-7.934358e-03,0.000000e+00,0.000000e+00
2.355000e-02,6.169232e-02,-3.108299e+02,-9.501457e+01,1.186208e-04,0.000000e+00,1.121056e+00,3.526077e+00,2.175256e-01,3.960228e-03,7.908313e-03,-1.020088e-01,6.557693e-02,-8.244696e-02,1.249831e+00,-1.264361e-01,-2.083481e-02,-6.605703e-03,0.000000e+00,0.000000e+00
2.485833e-02,6.165435e-02,-3.104485e+02,-9.526839e+01,1.186208e-04,0.000000e+00,1.121061e+00,3.526087e+00,2.173917e-01,2.910730e-03,8.104687e-03,-1.026509e-01,6.542632e-02,-8.246697e-02,1.249825e+00,-1.037925e-01,-9.765125e-03,-3.154355e-03,0.000000e+00,0.000000e+00
2.616667e-02,6.161599e-02,-3.102148e+02,-9.556743e+01,1.186208e-04,0.000000e+00,1.121064e+00,3.526098e+00,2.172565e-01,2.026423e-03,8.495559e-03,-1.041279e-01,6.530640e-02,-8.246312e-02,1.249823e+00,-7.952679e-02,1.566320e-02,-4.984840e-04,0.000000e+00,0.000000e+00
2.747500e-02,6.157676e-02,-3.101691e+02,-9.581508e+01,1.186208e-04,0.000000e+00,1.121066e+00,3.526109e+00,2.171182e-01,1.427617e-03,9.037722e-03,-1.072960e-01,6.521087e-02,-8.242502e-02,1.249824e+00,-6.650386e-02,4.256404e-02,2.156427e-03,0.000000e+00,0.000000e+00
2.878333e-02,6.153636e-02,-3.102036e+02,-9.595320e+01,1.186208e-04,0.000000e+00,1.121068e+00,3.526122e+00,2.169757e-01,1.465330e-03,9.523025e-03,-1.104757e-01,6.512926e-02,-8.235135e-02,1.249826e+00,-5.824433e-02,7.005770e-02,2.031979e-03,0.000000e+00,0.000000e+00
3.009167e-02,6.149525e-02,-3.101849e+02,-9.593876e+01,1.186208e-04,0.000000e+00,1.121070e+00,3.526134e+00,2.168308e-01,1.272219e-03,9.631673e-03,-1.110951e-01,6.506805e-02,-8.224130e-02,1.249830e+00,-3.533235e-02,9.818122e-02,3.663159e-03,0.000000e+00,0.000000e+00
3.140000e-02,6.145463e-02,-3.100689e+02,-9.570156e+01,1.186208e-04,0.000000e+00,1.121071e+00,3.526147e+00,2.166875e-01,9.074209e-04,9.295431e-03,-1.078397e-01,6.504671e-02,-8.209974e-02,1.249836e+00,2.707381e-03,1.182052e-01,5.121372e-03,0.000000e+00,0.000000e+00
3.270833e-02,6.141578e-02,-3.098897e+02,-9.522473e+01,1.186208e-04,0.000000e+00,1.121072e+00,3.526158e+00,2.165505e-01,3.193770e-04,8.577522e-03,-1.015919e-01,6.507706e-02,-8.194293e-02,1.249843e+00,4.369627e-02,1.215118e-01,5.496025e-03,0.000000e+00,0.000000e+00
3.401667e-02,6.137939e-02,-3.096880e+02,-9.464307e+01,1.186208e-04,0.000000e+00,1.121072e+00,3.526169e+00,2.164222e-01,-1.329563e-03,7.767816e-03,-9.452970e-02,6.515518e-02,-8.179190e-02,1.249853e+00,7.572615e-02,1.093614e-01,9.432009e-03,0.000000e+00,0.000000e+00
3.532500e-02,6.134516e-02,-3.094207e+02,-9.409562e+01,1.186208e-04,0.000000e+00,1.121069e+00,3.526179e+00,2.163015e-01,-2.281408e-03,7.224029e-03,-8.995999e-02,6.525520e-02,-8.166509e-02,1.249866e+00,7.715573e-02,8.448195e-02,1.135530e-02,0.000000e+00,0.000000e+00
3.663333e-02,6.131185e-02,-3.090551e+02,-9.365929e+01,1.186208e-04,0.000000e+00,1.121067e+00,3.526188e+00,2.161841e-01,-1.334164e-03,7.002422e-03,-8.958214e-02,6.533708e-02,-8.157321e-02,1.249879e+00,4.802253e-02,5.597834e-02,7.766868e-03,0.000000e+00,0.000000e+00
3.794167e-02,6.127806e-02,-3.086494e+02,-9.342578e+01,1.186208e-04,0.000000e+00,1.121066e+00,3.526197e+00,2.160650e-01,3.660671e-04,7.010620e-03,-9.254596e-02,6.537205e-02,-8.150903e-02,1.249887e+00,5.429641e-03,4.212161e-02,5.070467e-03,0.000000e+00,0.000000e+00
3.925000e-02,6.124285e-02,-3.082748e+02,-9.337929e+01,1.186208e-04,0.000000e+00,1.121068e+00,3.526207e+00,2.159408e-01,2.558932e-03,7.289699e-03,-9.727552e-02,6.534568e-02,-8.146066e-02,1.249892e+00,-4.574122e-02,3.183145e-02,1.893674e-03,0.000000e+00,0.000000e+00
4.055833e-02,6.120624e-02,-3.079578e+02,-9.345748e+01,1.186208e-04,0.000000e+00,1.121073e+00,3.526216e+00,2.158117e-01,5.192818e-03,7.214524e-03,-1.000066e-01,6.525807e-02,-8.142712e-02,1.249891e+00,-8.818299e-02,1.943859e-02,-2.973036e-03,0.000000e+00,0.000000e+00
4.186667e-02,6.116950e-02,-3.076789e+02,-9.366318e+01,1.186208e-04,0.000000e+00,1.121081e+00,3.526225e+00,2.156822e-01,7.185168e-03,6.511516e-03,-9.803238e-02,6.513420e-02,-8.141560e-02,1.249885e+00,-1.011666e-01,-1.833161e-03,-6.468869e-03,0.000000e+00,0.000000e+00
4.317500e-02,6.113406e-02,-3.074109e+02,-9.390678e+01,1.186208e-04,0.000000e+00,1.121091e+00,3.526233e+00,2.155572e-01,8.119587e-03,5.560976e-03,-9.301632e-02,6.500151e-02,-8.143633e-02,1.249875e+00,-1.016802e-01,-2.984861e-02,-8.377918e-03,0.000000e+00,0.000000e+00
4.448333e-02,6.110068e-02,-3.071389e+02,-9.408815e+01,1.186208e-04,0.000000e+00,1.121102e+00,3.526240e+00,2.154395e-01,8.268577e-03,4.604807e-03,-8.686888e-02,6.488345e-02,-8.148589e-02,1.249864e+00,-7.878771e-02,-4.591992e-02,-8.413484e-03,0.000000e+00,0.000000e+00
4.579167e-02,6.106929e-02,-3.068747e+02,-9.419225e+01,1.186208e-04,0.000000e+00,1.121113e+00,3.526245e+00,2.153288e-01,8.106323e-03,3.981144e-03,-8.232573e-02,6.480548e-02,-8.153462e-02,1.249854e+00,-4.040047e-02,-2.857289e-02,-6.600822e-03,0.000000e+00,0.000000e+00
4.710000e-02,6.103875e-02,-3.066185e+02,-9.412550e+01,1.186208e-04,0.000000e+00,1.121123e+00,3.526251e+00,2.152211e-01,7.949805e-03,4.215673e-03,-8.231054e-02,6.477260e-02,-8.154601e-02,1.249847e+00,-9.861506e-03,1.115755e-02,-4.418755e-03,0.000000e+00,0.000000e+00
4.840833e-02,6.100761e-02,-3.063116e+02,-9.385593e+01,1.186208e-04,0.000000e+00,1.121133e+00,3.526256e+00,2.151113e-01,7.558366e-03,4.851071e-03,-8.553865e-02,6.476962e-02,-8.149720e-02,1.249843e+00,5.300691e-03,6.346201e-02,-1.451349e-03,0.000000e+00,0.000000e+00
4.971667e-02,6.097518e-02,-3.059322e+02,-9.353463e+01,1.186208e-04,0.000000e+00,1.121143e+00,3.526263e+00,2.149970e-01,7.003588e-03,5.647416e-03,-8.922653e-02,6.477804e-02,-8.138983e-02,1.249843e+00,7.578046e-03,1.006720e-01,1.490456e-03,0.000000e+00,0.000000e+00
5.102500e-02,6.094191e-02,-3.055553e+02,-9.324644e+01,1.186208e-04,0.000000e+00,1.121152e+00,3.526271e+00,2.148797e-01,6.604509e-03,6.061881e-03,-9.013761e-02,6.477996e-02,-8.125472e-02,1.249845e+00,-4.642860e-03,1.058650e-01,1.064531e-03,0.000000e+00,0.000000e+00
5.233333e-02,6.090923e-02,-3.053315e+02,-9.298292e+01,1.186208e-04,0.000000e+00,1.121160e+00,3.526279e+00,2.147645e-01,5.605333e-03,5.746149e-03,-8.599986e-02,6.477787e-02,-8.112908e-02,1.249847e+00,1.435204e-03,8.620001e-02,1.814870e-03,0.000000e+00,0.000000e+00
5.364167e-02,6.087869e-02,-3.053250e+02,-9.278542e+01,1.186208e-04,0.000000e+00,1.121166e+00,3.526286e+00,2.146568e-01,4.384956e-03,5.043837e-03,-7.862910e-02,6.479030e-02,-8.103033e-02,1.249850e+00,1.756714e-02,6.475113e-02,3.619174e-03,0.000000e+00,0.000000e+00
5.495000e-02,6.085070e-02,-3.054436e+02,-9.268711e+01,1.186208e-04,0.000000e+00,1.121172e+00,3.526292e+00,2.145581e-01,4.058768e-03,4.379225e-03,-7.224201e-02,6.481684e-02,-8.096571e-02,1.249854e+00,2.301268e-02,3.402388e-02,2.404065e-03,0.000000e+00,0.000000e+00
5.625833e-02,6.082462e-02,-3.056125e+02,-9.267764e+01,1.186208e-04,0.000000e+00,1.121177e+00,3.526297e+00,2.144661e-01,4.540418e-03,3.825301e-03,-6.828867e-02,6.484162e-02,-8.093547e-02,1.249856e+00,1.486817e-02,1.221759e-02,-1.337613e-04,0.000000e+00,0.000000e+00
5.756667e-02,6.079921e-02,-3.057408e+02,-9.275608e+01,1.186208e-04,0.000000e+00,1.121184e+00,3.526302e+00,2.143765e-01,5.391852e-03,3.860215e-03,-6.868508e-02,6.484519e-02,-8.092884e-02,1.249854e+00,-9.420615e-03,-2.092058e-03,-2.967894e-03,0.000000e+00,0.000000e+00
5.887500e-02,6.077298e-02,-3.057459e+02,-9.288271e+01,1.186208e-04,0.000000e+00,1.121191e+00,3.526308e+00,2.142840e-01,5.878667e-03,4.438328e-03,-7.269501e-02,6.480358e-02,-8.093296e-02,1.249848e+00,-5.418389e-02,-4.196726e-03,-5.534418e-03,0.000000e+00,0.000000e+00
6.018333e-02,6.074534e-02,-3.056664e+02,-9.295838e+01,1.186208e-04,0.000000e+00,1.121198e+00,3.526314e+00,2.141866e-01,5.033024e-03,5.151993e-03,-7.627468e-02,6.471576e-02,-8.093449e-02,1.249842e+00,-8.006416e-02,1.852559e-03,-3.678737e-03,0.000000e+00,0.000000e+00
6.149167e-02,6.071700e-02,-3.055410e+02,-9.293960e+01,1.186208e-04,0.000000e+00,1.121204e+00,3.526321e+00,2.140867e-01,3.482630e-03,5.638230e-03,-7.650048e-02,6.461179e-02,-8.091936e-02,1.249840e+00,-7.886542e-02,2.127639e-02,1.640530e-04,0.000000e+00,0.000000e+00
6.280000e-02,6.068922e-02,-3.053816e+02,-9.291553e+01,1.186208e-04,0.000000e+00,1.121208e+00,3.526328e+00,2.139887e-01,2.202105e-03,5.623485e-03,-7.323245e-02,6.452190e-02,-8.088602e-02,1.249842e+00,-5.855400e-02,2.968950e-02,2.826297e-03,0.000000e+00,0.000000e+00
6.410833e-02,6.066315e-02,-3.052474e+02,-9.301490e+01,1.186208e-04,0.000000e+00,1.121210e+00,3.526335e+00,2.138968e-01,1.559081e-03,5.008648e-03,-6.729926e-02,6.445893e-02,-8.085082e-02,1.249846e+00,-3.769594e-02,2.411234e-02,3.495289e-03,0.000000e+00,0.000000e+00
6.541667e-02,6.063941e-02,-3.051798e+02,-9.323844e+01,1.186208e-04,0.000000e+00,1.121212e+00,3.526342e+00,2.138131e-01,1.928994e-03,4.282354e-03,-6.065404e-02,6.442533e-02,-8.082747e-02,1.249849e+00,-1.367194e-02,1.158664e-02,1.759274e-03,0.000000e+00,0.000000e+00
6.672500e-02,6.061783e-02,-3.051884e+02,-9.346078e+01,1.186208e-04,0.000000e+00,1.121215e+00,3.526347e+00,2.137370e-01,2.582376e-03,3.617420e-03,-5.566484e-02,6.441583e-02,-8.081612e-02,1.249850e+00,-8.513955e-04,5.764958e-03,-1.825950e-04,0.000000e+00,0.000000e+00
6.803333e-02,6.059750e-02,-3.052437e+02,-9.350376e+01,1.186208e-04,0.000000e+00,1.121219e+00,3.526351e+00,2.136653e-01,3.129823e-03,3.327060e-03,-5.391160e-02,6.441513e-02,-8.080984e-02,1.249850e+00,-2.231203e-04,3.829979e-03,-6.942898e-04,0.000000e+00,0.000000e+00
6.934167e-02,6.057734e-02,-3.052682e+02,-9.328850e+01,1.186208e-04,0.000000e+00,1.121224e+00,3.526356e+00,2.135942e-01,3.905554e-03,3.443863e-03,-5.471238e-02,6.440511e-02,-8.080024e-02,1.249848e+00,-1.508815e-02,1.084528e-02,-2.486358e-03,0.000000e+00,0.000000e+00
7.065000e-02,6.055686e-02,-3.052548e+02,-9.295495e+01,1.186208e-04,0.000000e+00,1.121229e+00,3.526360e+00,2.135220e-01,4.355415e-03,3.566013e-03,-5.571771e-02,6.438051e-02,-8.078148e-02,1.249844e+00,-2.251531e-02,1.783120e-02,-3.179630e-03,0.000000e+00,0.000000e+00
7.195833e-02,6.053640e-02,-3.052204e+02,-9.267291e+01,1.186208e-04,0.000000e+00,1.121235e+00,3.526365e+00,2.134499e-01,4.319075e-03,3.556305e-03,-5.454326e-02,6.435841e-02,-8.074720e-02,1.249840e+00,-1.127799e-02,3.456868e-02,-2.532611e-03,0.000000e+00,0.000000e+00
7.326667e-02,6.051677e-02,-3.051231e+02,-9.254320e+01,1.186208e-04,0.000000e+00,1.121240e+00,3.526369e+00,2.133807e-01,3.920501e-03,3.476198e-03,-5.125066e-02,6.436385e-02,-8.069108e-02,1.249837e+00,1.959831e-02,5.122524e-02,-1.774999e-03,0.000000e+00,0.000000e+00
7.457500e-02,6.049851e-02,-3.049772e+02,-9.259014e+01,1.186208e-04,0.000000e+00,1.121244e+00,3.526374e+00,2.133163e-01,2.512071e-03,3.278989e-03,-4.718726e-02,6.440560e-02,-8.061702e-02,1.249837e+00,4.423145e-02,6.198241e-02,1.483637e-03,0.000000e+00,0.000000e+00
7.588333e-02,6.048149e-02,-3.048382e+02,-9.269079e+01,1.186208e-04,0.000000e+00,1.121247e+00,3.526378e+00,2.132563e-01,1.063607e-03,3.302523e-03,-4.453113e-02,6.445993e-02,-8.054871e-02,1.249840e+00,3.882108e-02,4.245411e-02,3.417355e-03,0.000000e+00,0.000000e+00
7.719167e-02,6.046505e-02,-3.046948e+02,-9.273436e+01,1.186208e-04,0.000000e+00,1.121248e+00,3.526383e+00,2.131983e-01,4.948882e-04,3.431180e-03,-4.408027e-02,6.448300e-02,-8.052032e-02,1.249843e+00,-3.552692e-03,9.388956e-04,8.703158e-04,0.000000e+00,0.000000e+00
7.850000e-02,6.044841e-02,-3.045732e+02,-9.273699e+01,1.186208e-04,0.000000e+00,1.121248e+00,3.526387e+00,2.131396e-01,3.422339e-04,3.611786e-03,-4.563658e-02,6.444518e-02,-8.054723e-02,1.249843e+00,-5.427286e-02,-4.207700e-02,-1.888828e-03,0.000000e+00,0.000000e+00
7.980833e-02,6.043104e-02,-3.045056e+02,-9.270050e+01,1.186208e-04,0.000000e+00,1.121249e+00,3.526392e+00,2.130784e-01,2.991872e-04,4.038521e-03,-4.796815e-02,6.435084e-02,-8.061280e-02,1.249839e+00,-8.993709e-02,-5.814860e-02,-4.012031e-03,0.000000e+00,0.000000e+00
8.111667e-02,6.041299e-02,-3.044692e+02,-9.264235e+01,1.186208e-04,0.000000e+00,1.121249e+00,3.526398e+00,2.130147e-01,3.252377e-05,4.473062e-03,-4.935520e-02,6.423874e-02,-8.067611e-02,1.249834e+00,-8.142294e-02,-3.863497e-02,-2.972166e-03,0.000000e+00,0.000000e+00
8.242500e-02,6.039464e-02,-3.044814e+02,-9.269140e+01,1.186208e-04,0.000000e+00,1.121249e+00,3.526404e+00,2.129500e-01,-3.053852e-04,4.803558e-03,-4.951409e-02,6.415860e-02,-8.069496e-02,1.249832e+00,-4.109258e-02,9.814158e-03,-5.910092e-04,0.000000e+00,0.000000e+00
8.373333e-02,6.037604e-02,-3.045051e+02,-9.288688e+01,1.186208e-04,0.000000e+00,1.121248e+00,3.526411e+00,2.128844e-01,-6.990422e-04,5.354309e-03,-5.074856e-02,6.412396e-02,-8.065555e-02,1.249832e+00,-1.185060e-02,5.042789e-02,8.334127e-04,0.000000e+00,0.000000e+00
8.504167e-02,6.035683e-02,-3.044823e+02,-9.314486e+01,1.186208e-04,0.000000e+00,1.121246e+00,3.526418e+00,2.128167e-01,-1.861221e-03,5.958394e-03,-5.281253e-02,6.410932e-02,-8.057574e-02,1.249835e+00,-1.053891e-02,7.157983e-02,3.086657e-03,0.000000e+00,0.000000e+00
8.635000e-02,6.033705e-02,-3.044175e+02,-9.335857e+01,1.186208e-04,0.000000e+00,1.121243e+00,3.526426e+00,2.127470e-01,-3.439838e-03,6.322070e-03,-5.377062e-02,6.408894e-02,-8.048599e-02,1.249840e+00,-2.060263e-02,6.562223e-02,5.034565e-03,0.000000e+00,0.000000e+00
8.765833e-02,6.031705e-02,-3.042815e+02,-9.330854e+01,1.186208e-04,0.000000e+00,1.121238e+00,3.526434e+00,2.126764e-01,-4.886829e-03,6.686869e-03,-5.405638e-02,6.404787e-02,-8.041158e-02,1.249847e+00,-4.218462e-02,4.812252e-02,5.624148e-03,0.000000e+00,0.000000e+00
8.896667e-02,6.029713e-02,-3.041198e+02,-9.294723e+01,1.186208e-04,0.000000e+00,1.121230e+00,3.526443e+00,2.126062e-01,-6.127502e-03,6.820130e-03,-5.331571e-02,6.398440e-02,-8.035563e-02,1.249855e+00,-5.483487e-02,3.740497e-02,7.013779e-03,0.000000e+00,0.000000e+00
9.027500e-02,6.027789e-02,-3.040558e+02,-9.253232e+01,1.186208e-04,0.000000e+00,1.121222e+00,3.526452e+00,2.125384e-01,-6.678854e-03,6.587202e-03,-5.040774e-02,6.391898e-02,-8.030628e-02,1.249865e+00,-4.518416e-02,3.803183e-02,8.087864e-03,0.000000e+00,0.000000e+00
9.158333e-02,6.025989e-02,-3.040915e+02,-9.228601e+01,1.186208e-04,0.000000e+00,1.121214e+00,3.526460e+00,2.124749e-01,-6.055495e-03,6.249242e-03,-4.656857e-02,6.387231e-02,-8.025250e-02,1.249875e+00,-2.615690e-02,4.418495e-02,7.122483e-03,0.000000e+00,0.000000e+00
9.289167e-02,6.024333e-02,-3.041903e+02,-9.234766e+01,1.186208e-04,0.000000e+00,1.121207e+00,3.526468e+00,2.124165e-01,-4.813462e-03,5.739328e-03,-4.268885e-02,6.385048e-02,-8.018687e-02,1.249883e+00,-7.203678e-03,5.613580e-02,5.380995e-03,0.000000e+00,0.000000e+00
9.420000e-02,6.022828e-02,-3.043391e+02,-9.269892e+01,1.186208e-04,0.000000e+00,1.121201e+00,3.526475e+00,2.123634e-01,-3.772781e-03,5.073070e-03,-3.847220e-02,6.384886e-02,-8.011418e-02,1.249889e+00,4.717034e-03,5.498985e-02,4.327163e-03,0.000000e+00,0.000000e+00
9.550833e-02,6.021458e-02,-3.045081e+02,-9.307364e+01,1.186208e-04,0.000000e+00,1.121197e+00,3.526482e+00,2.123151e-01,-2.843696e-03,4.514306e-03,-3.535672e-02,6.384733e-02,-8.005515e-02,1.249894e+00,-7.048758e-03,3.523959e-02,2.879240e-03,0.000000e+00,0.000000e+00
9.681667e-02,6.020180e-02,-3.046831e+02,-9.325884e+01,1.186208e-04,0.000000e+00,1.121194e+00,3.526487e+00,2.122701e-01,-1.541597e-03,3.947972e-03,-3.349352e-02,6.381860e-02,-8.002682e-02,1.249896e+00,-3.686743e-02,8.065015e-03,-7.386092e-04,0.000000e+00,0.000000e+00
9.812500e-02,6.018976e-02,-3.048098e+02,-9.325227e+01,1.186208e-04,0.000000e+00,1.121193e+00,3.526492e+00,2.122276e-01,-3.302923e-04,3.441918e-03,-3.144198e-02,6.375484e-02,-8.003238e-02,1.249892e+00,-6.060995e-02,-1.656576e-02,-4.137155e-03,0.000000e+00,0.000000e+00
9.943333e-02,6.017868e-02,-3.048201e+02,-9.311930e+01,1.186208e-04,0.000000e+00,1.121192e+00,3.526496e+00,2.121886e-01,1.270697e-04,3.017604e-03,-2.827440e-02,6.367286e-02,-8.006007e-02,1.249886e+00,-6.469769e-02,-2.574990e-02,-5.681480e-03,0.000000e+00,0.000000e+00
1.007417e-01,6.016902e-02,-3.047395e+02,-9.299510e+01,1.186208e-04,0.000000e+00,1.121192e+00,3.526500e+00,2.121545e-01,-6.129455e-04,2.567497e-03,-2.376308e-02,6.360606e-02,-8.008673e-02,1.249880e+00,-3.741705e-02,-1.500665e-02,-3.161730e-03,0.000000e+00,0.000000e+00
1.020500e-01,6.016106e-02,-3.046203e+02,-9.300978e+01,1.186208e-04,0.000000e+00,1.121190e+00,3.526503e+00,2.121264e-01,-1.840192e-03,2.400690e-03,-1.915759e-02,6.358206e-02,-8.008936e-02,1.249879e+00,7.233138e-04,1.097411e-02,7.591329e-04,0.000000e+00,0.000000e+00
1.033583e-01,6.015448e-02,-3.045238e+02,-9.309934e+01,1.186208e-04,0.000000e+00,1.121187e+00,3.526506e+00,2.121032e-01,-3.042022e-03,2.440353e-03,-1.632327e-02,6.359858e-02,-8.006274e-02,1.249882e+00,2.453675e-02,2.971915e-02,3.993387e-03,0.000000e+00,0.000000e+00
1.046667e-01,6.014866e-02,-3.045389e+02,-9.319962e+01,1.186208e-04,0.000000e+00,1.121183e+00,3.526510e+00,2.120827e-01,-3.870839e-03,2.427721e-03,-1.506422e-02,6.362950e-02,-8.002070e-02,1.249889e+00,2.271627e-02,3.455040e-02,6.406145e-03,0.000000e+00,0.000000e+00
1.059750e-01,6.014311e-02,-3.046241e+02,-9.330152e+01,1.186208e-04,0.000000e+00,1.121178e+00,3.526513e+00,2.120631e-01,-3.389711e-03,2.389924e-03,-1.484341e-02,6.364455e-02,-7.998544e-02,1.249896e+00,3.027045e-04,1.934794e-02,4.671419e-03,0.000000e+00,0.000000e+00
1.072833e-01,6.013777e-02,-3.047038e+02,-9.334567e+01,1.186208e-04,0.000000e+00,1.121175e+00,3.526516e+00,2.120443e-01,-1.876694e-03,2.032613e-03,-1.392422e-02,6.362787e-02,-7.997344e-02,1.249899e+00,-2.580110e-02,-1.003025e-03,1.596022e-05,0.000000e+00,0.000000e+00
